"","team","h_a","match_id","Date","FTHG","FTAG","FTR","Referee","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","B365H","B365D","B365A","scored","conceded","result","pts","HtrgPerc","AtrgPerc","wins","draws","losses","cum_points","cum_goal","cum_con","shots","shots_target","yellow_cards","red_cards","fouls","corners","shot_accuracy","opposition","opposition_rank","opposition_rank_group"
"562","Watford","a",281,2020-03-07,1,0,"H","A Taylor",10,10,3,4,12,19,8,8,4,4,0,0,2.55,3.2,2.9,0,1,"l",0,0.3,0.4,0,0,1,27,27,44,10,4,4,0,19,8,0.4,"Crystal Palace",14,"12th-16th"
"563","Sheffield United","h",282,2020-03-07,1,0,"H","S Hooper",10,12,4,5,12,8,10,5,0,0,0,0,1.65,3.75,5.75,1,0,"w",3,0.4,0.416666666666667,1,0,0,43,30,25,10,4,0,0,12,10,0.4,"Norwich",20,"16th-20th"
"564","Norwich","a",282,2020-03-07,1,0,"H","S Hooper",10,12,4,5,12,8,10,5,0,0,0,0,1.65,3.75,5.75,0,1,"l",0,0.4,0.416666666666667,0,0,1,21,25,52,12,5,0,0,8,5,0.416666666666667,"Sheffield United",9,"8th-12th"
"565","Southampton","h",283,2020-03-07,0,1,"A","G Scott",6,14,3,7,14,15,5,8,0,3,1,0,1.61,4.1,5.25,0,1,"l",0,0.5,0.5,0,0,1,34,35,52,6,3,0,1,14,5,0.5,"Newcastle",13,"12th-16th"
"566","Newcastle","a",283,2020-03-07,0,1,"A","G Scott",6,14,3,7,14,15,5,8,0,3,1,0,1.61,4.1,5.25,1,0,"w",3,0.5,0.5,1,0,0,35,25,41,14,7,3,0,15,8,0.5,"Southampton",11,"8th-12th"
"567","Wolves","h",284,2020-03-07,0,0,"D","A Marriner",11,7,1,1,4,7,2,0,1,3,0,0,1.61,3.9,5.75,0,0,"d",1,0.0909090909090909,0.142857142857143,0,1,0,43,41,34,11,1,1,0,4,2,0.0909090909090909,"Brighton",15,"12th-16th"
"568","Brighton","a",284,2020-03-07,0,0,"D","A Marriner",11,7,1,1,4,7,2,0,1,3,0,0,1.61,3.9,5.75,0,0,"d",1,0.0909090909090909,0.142857142857143,0,1,0,29,32,40,7,1,3,0,7,0,0.142857142857143,"Wolves",7,"5th-8th"
"569","Burnley","h",285,2020-03-07,1,1,"D","J Moss",21,13,8,2,16,11,3,5,5,4,0,0,2.7,3.3,2.62,1,1,"d",1,0.380952380952381,0.153846153846154,0,1,0,39,34,40,21,8,5,0,16,3,0.380952380952381,"Tottenham",6,"5th-8th"
"570","Tottenham","a",285,2020-03-07,1,1,"D","J Moss",21,13,8,2,16,11,3,5,5,4,0,0,2.7,3.3,2.62,1,1,"d",1,0.380952380952381,0.153846153846154,0,1,0,41,47,40,13,2,4,0,11,5,0.153846153846154,"Burnley",10,"8th-12th"
"571","Chelsea","h",286,2020-03-08,4,0,"H","K Friend",17,3,11,1,8,10,6,1,1,2,0,0,1.8,3.9,4.2,4,0,"w",3,0.647058823529412,0.333333333333333,1,0,0,48,51,39,17,11,1,0,8,6,0.647058823529412,"Everton",12,"8th-12th"
"572","Everton","a",286,2020-03-08,4,0,"H","K Friend",17,3,11,1,8,10,6,1,1,2,0,0,1.8,3.9,4.2,0,4,"l",0,0.647058823529412,0.333333333333333,0,0,1,37,37,46,3,1,2,0,10,1,0.333333333333333,"Chelsea",4,"1st-4th"
"573","Man United","h",287,2020-03-08,2,0,"H","M Dean",12,7,6,2,11,9,2,11,2,4,0,0,5,4.33,1.6,2,0,"w",3,0.5,0.285714285714286,1,0,0,45,44,30,12,6,2,0,11,2,0.5,"Man City",2,"1st-4th"
"574","Man City","a",287,2020-03-08,2,0,"H","M Dean",12,7,6,2,11,9,2,11,2,4,0,0,5,4.33,1.6,0,2,"l",0,0.5,0.285714285714286,0,0,1,57,68,31,7,2,4,0,9,11,0.285714285714286,"Man United",3,"1st-4th"
"575","Leicester","h",288,2020-03-09,4,0,"H","M Oliver",15,4,7,1,15,12,9,0,2,1,0,0,1.36,5.25,8,4,0,"w",3,0.466666666666667,0.25,1,0,0,53,58,28,15,7,2,0,15,9,0.466666666666667,"Aston Villa",17,"16th-20th"
"576","Aston Villa","a",288,2020-03-09,4,0,"H","M Oliver",15,4,7,1,15,12,9,0,2,1,0,0,1.36,5.25,8,0,4,"l",0,0.466666666666667,0.25,0,0,1,25,34,56,4,1,1,0,12,0,0.25,"Leicester",5,"5th-8th"
"577","Aston Villa","h",289,2020-06-17,0,0,"D","M Oliver",14,5,6,1,11,14,12,4,1,1,0,0,3.2,3.4,2.25,0,0,"d",1,0.428571428571429,0.2,0,1,0,26,34,56,14,6,1,0,11,12,0.428571428571429,"Sheffield United",9,"8th-12th"
"578","Sheffield United","a",289,2020-06-17,0,0,"D","M Oliver",14,5,6,1,11,14,12,4,1,1,0,0,3.2,3.4,2.25,0,0,"d",1,0.428571428571429,0.2,0,1,0,44,30,25,5,1,1,0,14,4,0.2,"Aston Villa",17,"16th-20th"
"579","Man City","h",290,2020-06-17,3,0,"H","A Taylor",20,3,12,0,9,7,5,2,1,1,0,1,1.36,5.25,7.5,3,0,"w",3,0.6,0,1,0,0,60,71,31,20,12,1,0,9,5,0.6,"Arsenal",8,"5th-8th"
"580","Arsenal","a",290,2020-06-17,3,0,"H","A Taylor",20,3,12,0,9,7,5,2,1,1,0,1,1.36,5.25,7.5,0,3,"l",0,0.6,0,0,0,1,40,40,39,3,0,1,1,7,2,0,"Man City",2,"1st-4th"
"581","Norwich","h",291,2020-06-19,0,3,"A","K Friend",9,22,1,9,9,15,9,7,1,1,0,0,2.8,3.5,2.45,0,3,"l",0,0.111111111111111,0.409090909090909,0,0,1,21,25,55,9,1,1,0,9,9,0.111111111111111,"Southampton",11,"8th-12th"
"582","Southampton","a",291,2020-06-19,0,3,"A","K Friend",9,22,1,9,9,15,9,7,1,1,0,0,2.8,3.5,2.45,3,0,"w",3,0.111111111111111,0.409090909090909,1,0,0,37,38,52,22,9,1,0,15,7,0.409090909090909,"Norwich",20,"16th-20th"
"583","Tottenham","h",292,2020-06-19,1,1,"D","J Moss",10,12,3,6,17,18,7,6,0,1,0,0,3,3.4,2.37,1,1,"d",1,0.3,0.5,0,1,0,42,48,41,10,3,0,0,17,7,0.3,"Man United",3,"1st-4th"
"584","Man United","a",292,2020-06-19,1,1,"D","J Moss",10,12,3,6,17,18,7,6,0,1,0,0,3,3.4,2.37,1,1,"d",1,0.3,0.5,0,1,0,46,45,31,12,6,1,0,18,6,0.5,"Tottenham",6,"5th-8th"
"585","Watford","h",293,2020-06-20,1,1,"D","C Pawson",8,15,4,2,15,12,2,7,0,1,0,0,3.6,3.5,2.05,1,1,"d",1,0.5,0.133333333333333,0,1,0,28,28,45,8,4,0,0,15,2,0.5,"Leicester",5,"5th-8th"
"586","Leicester","a",293,2020-06-20,1,1,"D","C Pawson",8,15,4,2,15,12,2,7,0,1,0,0,3.6,3.5,2.05,1,1,"d",1,0.5,0.133333333333333,0,1,0,54,59,29,15,2,1,0,12,7,0.133333333333333,"Watford",18,"16th-20th"
"587","Brighton","h",294,2020-06-20,2,1,"H","M Atkinson",9,13,5,6,13,8,10,7,2,1,0,0,3.1,3.25,2.37,2,1,"w",3,0.555555555555556,0.461538461538462,1,0,0,32,34,41,9,5,2,0,13,10,0.555555555555556,"Arsenal",8,"5th-8th"
"588","Arsenal","a",294,2020-06-20,2,1,"H","M Atkinson",9,13,5,6,13,8,10,7,2,1,0,0,3.1,3.25,2.37,1,2,"l",0,0.555555555555556,0.461538461538462,0,0,1,40,41,41,13,6,1,0,8,7,0.461538461538462,"Brighton",15,"12th-16th"
"589","West Ham","h",295,2020-06-20,0,2,"A","A Taylor",7,10,2,6,8,7,5,7,1,1,0,0,3.6,3.4,2.1,0,2,"l",0,0.285714285714286,0.6,0,0,1,27,35,52,7,2,1,0,8,5,0.285714285714286,"Wolves",7,"5th-8th"
"590","Wolves","a",295,2020-06-20,0,2,"A","A Taylor",7,10,2,6,8,7,5,7,1,1,0,0,3.6,3.4,2.1,2,0,"w",3,0.285714285714286,0.6,1,0,0,46,43,34,10,6,1,0,7,7,0.6,"West Ham",16,"12th-16th"
"591","Bournemouth","h",296,2020-06-20,0,2,"A","S Attwell",12,7,1,2,13,15,11,4,3,2,0,0,2.45,3.2,3,0,2,"l",0,0.0833333333333333,0.285714285714286,0,0,1,27,29,49,12,1,3,0,13,11,0.0833333333333333,"Crystal Palace",14,"12th-16th"
"592","Crystal Palace","a",296,2020-06-20,0,2,"A","S Attwell",12,7,1,2,13,15,11,4,3,2,0,0,2.45,3.2,3,2,0,"w",3,0.0833333333333333,0.285714285714286,1,0,0,42,28,32,7,2,2,0,15,4,0.285714285714286,"Bournemouth",19,"16th-20th"
"593","Newcastle","h",297,2020-06-21,3,0,"H","D Coote",12,7,8,1,9,10,2,4,2,0,0,1,3.3,3.1,2.37,3,0,"w",3,0.666666666666667,0.142857142857143,1,0,0,38,28,41,12,8,2,0,9,2,0.666666666666667,"Sheffield United",9,"8th-12th"
"594","Sheffield United","a",297,2020-06-21,3,0,"H","D Coote",12,7,8,1,9,10,2,4,2,0,0,1,3.3,3.1,2.37,0,3,"l",0,0.666666666666667,0.142857142857143,0,0,1,44,30,28,7,1,0,1,10,4,0.142857142857143,"Newcastle",13,"12th-16th"
"595","Aston Villa","h",298,2020-06-21,1,2,"A","P Tierney",8,19,4,5,9,17,2,10,2,1,0,0,6,4.5,1.5,1,2,"l",0,0.5,0.263157894736842,0,0,1,26,35,58,8,4,2,0,9,2,0.5,"Chelsea",4,"1st-4th"
"596","Chelsea","a",298,2020-06-21,1,2,"A","P Tierney",8,19,4,5,9,17,2,10,2,1,0,0,6,4.5,1.5,2,1,"w",3,0.5,0.263157894736842,1,0,0,51,53,40,19,5,1,0,17,10,0.263157894736842,"Aston Villa",17,"16th-20th"
"597","Everton","h",299,2020-06-21,0,0,"D","M Dean",9,10,3,3,15,12,1,6,2,2,0,0,6,4.2,1.55,0,0,"d",1,0.333333333333333,0.3,0,1,0,38,37,46,9,3,2,0,15,1,0.333333333333333,"Liverpool",1,"1st-4th"
"598","Liverpool","a",299,2020-06-21,0,0,"D","M Dean",9,10,3,3,15,12,1,6,2,2,0,0,6,4.2,1.55,0,0,"d",1,0.333333333333333,0.3,0,1,0,83,66,21,10,3,2,0,12,6,0.3,"Everton",12,"8th-12th"
"599","Man City","h",300,2020-06-22,5,0,"H","A Marriner",19,1,7,0,8,7,3,1,1,1,0,0,1.12,9,15,5,0,"w",3,0.368421052631579,0,1,0,0,63,76,31,19,7,1,0,8,3,0.368421052631579,"Burnley",10,"8th-12th"
"600","Burnley","a",300,2020-06-22,5,0,"H","A Marriner",19,1,7,0,8,7,3,1,1,1,0,0,1.12,9,15,0,5,"l",0,0.368421052631579,0,0,0,1,39,34,45,1,0,1,0,7,1,0,"Man City",2,"1st-4th"
"601","Leicester","h",301,2020-06-23,0,0,"D","L Mason",11,10,2,2,10,13,6,7,2,2,0,0,1.6,4,5.75,0,0,"d",1,0.181818181818182,0.2,0,1,0,55,59,29,11,2,2,0,10,6,0.181818181818182,"Brighton",15,"12th-16th"
"602","Brighton","a",301,2020-06-23,0,0,"D","L Mason",11,10,2,2,10,13,6,7,2,2,0,0,1.6,4,5.75,0,0,"d",1,0.181818181818182,0.2,0,1,0,33,34,41,10,2,2,0,13,7,0.2,"Leicester",5,"5th-8th"
"603","Tottenham","h",302,2020-06-23,2,0,"H","C Pawson",15,10,4,2,12,7,9,4,2,2,0,0,1.66,4,5,2,0,"w",3,0.266666666666667,0.2,1,0,0,45,50,41,15,4,2,0,12,9,0.266666666666667,"West Ham",16,"12th-16th"
"604","West Ham","a",302,2020-06-23,2,0,"H","C Pawson",15,10,4,2,12,7,9,4,2,2,0,0,1.66,4,5,0,2,"l",0,0.266666666666667,0.2,0,0,1,27,35,54,10,2,2,0,7,4,0.2,"Tottenham",6,"5th-8th"
"605","Man United","h",303,2020-06-24,3,0,"H","A Taylor",15,4,6,1,10,6,10,5,1,0,0,0,1.4,4.5,8.5,3,0,"w",3,0.4,0.25,1,0,0,49,48,31,15,6,1,0,10,10,0.4,"Sheffield United",9,"8th-12th"
"606","Sheffield United","a",303,2020-06-24,3,0,"H","A Taylor",15,4,6,1,10,6,10,5,1,0,0,0,1.4,4.5,8.5,0,3,"l",0,0.4,0.25,0,0,1,44,30,31,4,1,0,0,6,5,0.25,"Man United",3,"1st-4th"
"607","Newcastle","h",304,2020-06-24,1,1,"D","C Kavanagh",13,14,3,2,15,13,6,9,2,2,0,0,2.3,3.3,3.2,1,1,"d",1,0.230769230769231,0.142857142857143,0,1,0,39,29,42,13,3,2,0,15,6,0.230769230769231,"Aston Villa",17,"16th-20th"
"608","Aston Villa","a",304,2020-06-24,1,1,"D","C Kavanagh",13,14,3,2,15,13,6,9,2,2,0,0,2.3,3.3,3.2,1,1,"d",1,0.230769230769231,0.142857142857143,0,1,0,27,36,59,14,2,2,0,13,9,0.142857142857143,"Newcastle",13,"12th-16th"
"609","Norwich","h",305,2020-06-24,0,1,"A","A Madley",9,12,1,5,8,13,6,5,0,1,0,0,3.9,3.6,1.9,0,1,"l",0,0.111111111111111,0.416666666666667,0,0,1,21,25,56,9,1,0,0,8,6,0.111111111111111,"Everton",12,"8th-12th"
"610","Everton","a",305,2020-06-24,0,1,"A","A Madley",9,12,1,5,8,13,6,5,0,1,0,0,3.9,3.6,1.9,1,0,"w",3,0.111111111111111,0.416666666666667,1,0,0,41,38,46,12,5,1,0,13,5,0.416666666666667,"Norwich",20,"16th-20th"
"611","Wolves","h",306,2020-06-24,1,0,"H","M Oliver",10,4,2,0,11,11,6,4,3,3,0,0,1.55,4,6,1,0,"w",3,0.2,0,1,0,0,49,44,34,10,2,3,0,11,6,0.2,"Bournemouth",19,"16th-20th"
"612","Bournemouth","a",306,2020-06-24,1,0,"H","M Oliver",10,4,2,0,11,11,6,4,3,3,0,0,1.55,4,6,0,1,"l",0,0.2,0,0,0,1,27,29,50,4,0,3,0,11,4,0,"Wolves",7,"5th-8th"
"613","Liverpool","h",307,2020-06-24,4,0,"H","M Atkinson",21,3,7,0,7,5,6,0,0,0,0,0,1.22,6.5,13,4,0,"w",3,0.333333333333333,0,1,0,0,86,70,21,21,7,0,0,7,6,0.333333333333333,"Crystal Palace",14,"12th-16th"
"614","Crystal Palace","a",307,2020-06-24,4,0,"H","M Atkinson",21,3,7,0,7,5,6,0,0,0,0,0,1.22,6.5,13,0,4,"l",0,0.333333333333333,0,0,0,1,42,28,36,3,0,0,0,5,0,0,"Liverpool",1,"1st-4th"
"615","Burnley","h",308,2020-06-25,1,0,"H","M Dean",9,10,5,4,13,15,1,7,1,0,0,0,3,3.25,2.45,1,0,"w",3,0.555555555555556,0.4,1,0,0,42,35,45,9,5,1,0,13,1,0.555555555555556,"Watford",18,"16th-20th"
"616","Watford","a",308,2020-06-25,1,0,"H","M Dean",9,10,5,4,13,15,1,7,1,0,0,0,3,3.25,2.45,0,1,"l",0,0.555555555555556,0.4,0,0,1,28,28,46,10,4,0,0,15,7,0.4,"Burnley",10,"8th-12th"
"617","Southampton","h",309,2020-06-25,0,2,"A","G Scott",12,10,3,5,10,14,4,6,0,2,1,0,2.6,3.5,2.62,0,2,"l",0,0.25,0.5,0,0,1,37,38,54,12,3,0,1,10,4,0.25,"Arsenal",8,"5th-8th"
"618","Arsenal","a",309,2020-06-25,0,2,"A","G Scott",12,10,3,5,10,14,4,6,0,2,1,0,2.6,3.5,2.62,2,0,"w",3,0.25,0.5,1,0,0,43,43,41,10,5,2,0,14,6,0.5,"Southampton",11,"8th-12th"
"619","Chelsea","h",310,2020-06-25,2,1,"H","S Attwell",15,11,10,2,13,3,5,7,1,1,0,1,4,4,1.8,2,1,"w",3,0.666666666666667,0.181818181818182,1,0,0,54,55,41,15,10,1,0,13,5,0.666666666666667,"Man City",2,"1st-4th"
"620","Man City","a",310,2020-06-25,2,1,"H","S Attwell",15,11,10,2,13,3,5,7,1,1,0,1,4,4,1.8,1,2,"l",0,0.666666666666667,0.181818181818182,0,0,1,63,77,33,11,2,1,1,3,7,0.181818181818182,"Chelsea",4,"1st-4th"
"621","Aston Villa","h",311,2020-06-27,0,1,"A","C Pawson",11,9,1,2,16,16,2,2,1,1,0,0,4.6,3.7,1.75,0,1,"l",0,0.0909090909090909,0.222222222222222,0,0,1,27,36,60,11,1,1,0,16,2,0.0909090909090909,"Wolves",7,"5th-8th"
"622","Wolves","a",311,2020-06-27,0,1,"A","C Pawson",11,9,1,2,16,16,2,2,1,1,0,0,4.6,3.7,1.75,1,0,"w",3,0.0909090909090909,0.222222222222222,1,0,0,52,45,34,9,2,1,0,16,2,0.222222222222222,"Aston Villa",17,"16th-20th"
"623","Watford","h",312,2020-06-28,1,3,"A","M Oliver",8,11,0,7,18,9,5,3,3,0,0,0,2.5,3.3,2.87,1,3,"l",0,0,0.636363636363636,0,0,1,28,29,49,8,0,3,0,18,5,0,"Southampton",11,"8th-12th"
"624","Southampton","a",312,2020-06-28,1,3,"A","M Oliver",8,11,0,7,18,9,5,3,3,0,0,0,2.5,3.3,2.87,3,1,"w",3,0,0.636363636363636,1,0,0,40,41,55,11,7,0,0,9,3,0.636363636363636,"Watford",18,"16th-20th"
"625","Crystal Palace","h",313,2020-06-29,0,1,"A","S Hooper",17,8,4,4,12,13,9,1,1,1,0,0,2.25,3.2,3.4,0,1,"l",0,0.235294117647059,0.5,0,0,1,42,28,37,17,4,1,0,12,9,0.235294117647059,"Burnley",10,"8th-12th"
"626","Burnley","a",313,2020-06-29,0,1,"A","S Hooper",17,8,4,4,12,13,9,1,1,1,0,0,2.25,3.2,3.4,1,0,"w",3,0.235294117647059,0.5,1,0,0,45,36,45,8,4,1,0,13,1,0.5,"Crystal Palace",14,"12th-16th"
"627","Brighton","h",314,2020-06-30,0,3,"A","A Marriner",8,12,2,6,10,9,4,5,0,1,0,0,6,3.8,1.61,0,3,"l",0,0.25,0.5,0,0,1,33,34,44,8,2,0,0,10,4,0.25,"Man United",3,"1st-4th"
"628","Man United","a",314,2020-06-30,0,3,"A","A Marriner",8,12,2,6,10,9,4,5,0,1,0,0,6,3.8,1.61,3,0,"w",3,0.25,0.5,1,0,0,52,51,31,12,6,1,0,9,5,0.5,"Brighton",15,"12th-16th"
"629","Arsenal","h",315,2020-07-01,4,0,"H","P Bankes",13,8,8,2,10,10,6,2,1,4,0,0,1.44,4.75,7,4,0,"w",3,0.615384615384615,0.25,1,0,0,46,47,41,13,8,1,0,10,6,0.615384615384615,"Norwich",20,"16th-20th"
"630","Norwich","a",315,2020-07-01,4,0,"H","P Bankes",13,8,8,2,10,10,6,2,1,4,0,0,1.44,4.75,7,0,4,"l",0,0.615384615384615,0.25,0,0,1,21,25,60,8,2,4,0,10,2,0.25,"Arsenal",8,"5th-8th"
"631","Bournemouth","h",316,2020-07-01,1,4,"A","K Friend",12,12,1,7,11,10,6,3,2,0,0,0,2.4,3.1,3.2,1,4,"l",0,0.0833333333333333,0.583333333333333,0,0,1,27,30,54,12,1,2,0,11,6,0.0833333333333333,"Newcastle",13,"12th-16th"
"632","Newcastle","a",316,2020-07-01,1,4,"A","K Friend",12,12,1,7,11,10,6,3,2,0,0,0,2.4,3.1,3.2,4,1,"w",3,0.0833333333333333,0.583333333333333,1,0,0,42,33,43,12,7,0,0,10,3,0.583333333333333,"Bournemouth",19,"16th-20th"
"633","Everton","h",317,2020-07-01,2,1,"H","D Coote",7,15,2,3,13,10,3,5,1,1,0,0,2.5,3.3,2.9,2,1,"w",3,0.285714285714286,0.2,1,0,0,44,40,47,7,2,1,0,13,3,0.285714285714286,"Leicester",5,"5th-8th"
"634","Leicester","a",317,2020-07-01,2,1,"H","D Coote",7,15,2,3,13,10,3,5,1,1,0,0,2.5,3.3,2.9,1,2,"l",0,0.285714285714286,0.2,0,0,1,55,60,31,15,3,1,0,10,5,0.2,"Everton",12,"8th-12th"
"635","West Ham","h",318,2020-07-01,3,2,"H","M Atkinson",10,17,4,6,10,9,2,3,2,1,0,0,5.5,4.33,1.57,3,2,"w",3,0.4,0.352941176470588,1,0,0,30,38,56,10,4,2,0,10,2,0.4,"Chelsea",4,"1st-4th"
"636","Chelsea","a",318,2020-07-01,3,2,"H","M Atkinson",10,17,4,6,10,9,2,3,2,1,0,0,5.5,4.33,1.57,2,3,"l",0,0.4,0.352941176470588,0,0,1,54,57,44,17,6,1,0,9,3,0.352941176470588,"West Ham",16,"12th-16th"
"637","Sheffield United","h",319,2020-07-02,3,1,"H","C Kavanagh",7,9,5,2,13,13,1,6,2,0,0,0,4.2,3.4,1.95,3,1,"w",3,0.714285714285714,0.222222222222222,1,0,0,47,33,32,7,5,2,0,13,1,0.714285714285714,"Tottenham",6,"5th-8th"
"638","Tottenham","a",319,2020-07-02,3,1,"H","C Kavanagh",7,9,5,2,13,13,1,6,2,0,0,0,4.2,3.4,1.95,1,3,"l",0,0.714285714285714,0.222222222222222,0,0,1,45,51,44,9,2,0,0,13,6,0.222222222222222,"Sheffield United",9,"8th-12th"
"639","Man City","h",320,2020-07-02,4,0,"H","A Taylor",14,11,6,3,8,7,3,3,2,2,0,0,2.05,3.9,3.3,4,0,"w",3,0.428571428571429,0.272727272727273,1,0,0,66,81,33,14,6,2,0,8,3,0.428571428571429,"Liverpool",1,"1st-4th"
"640","Liverpool","a",320,2020-07-02,4,0,"H","A Taylor",14,11,6,3,8,7,3,3,2,2,0,0,2.05,3.9,3.3,0,4,"l",0,0.428571428571429,0.272727272727273,0,0,1,86,70,25,11,3,2,0,7,3,0.272727272727273,"Man City",2,"1st-4th"
"641","Norwich","h",321,2020-07-04,0,1,"A","S Attwell",12,8,1,2,11,13,0,2,2,2,0,0,3.3,3.4,2.2,0,1,"l",0,0.0833333333333333,0.25,0,0,1,21,25,61,12,1,2,0,11,0,0.0833333333333333,"Brighton",15,"12th-16th"
"642","Brighton","a",321,2020-07-04,0,1,"A","S Attwell",12,8,1,2,11,13,0,2,2,2,0,0,3.3,3.4,2.2,1,0,"w",3,0.0833333333333333,0.25,1,0,0,36,35,44,8,2,2,0,13,2,0.25,"Norwich",20,"16th-20th"
"643","Leicester","h",322,2020-07-04,3,0,"H","J Moss",15,7,4,1,18,8,3,7,2,1,0,0,1.66,3.6,5.75,3,0,"w",3,0.266666666666667,0.142857142857143,1,0,0,58,63,31,15,4,2,0,18,3,0.266666666666667,"Crystal Palace",14,"12th-16th"
"644","Crystal Palace","a",322,2020-07-04,3,0,"H","J Moss",15,7,4,1,18,8,3,7,2,1,0,0,1.66,3.6,5.75,0,3,"l",0,0.266666666666667,0.142857142857143,0,0,1,42,28,40,7,1,1,0,8,7,0.142857142857143,"Leicester",5,"5th-8th"
"645","Man United","h",323,2020-07-04,5,2,"H","M Dean",19,7,10,3,13,12,8,3,0,1,0,0,1.16,7.5,17,5,2,"w",3,0.526315789473684,0.428571428571429,1,0,0,55,56,33,19,10,0,0,13,8,0.526315789473684,"Bournemouth",19,"16th-20th"
"646","Bournemouth","a",323,2020-07-04,5,2,"H","M Dean",19,7,10,3,13,12,8,3,0,1,0,0,1.16,7.5,17,2,5,"l",0,0.526315789473684,0.428571428571429,0,0,1,27,32,59,7,3,1,0,12,3,0.428571428571429,"Man United",3,"1st-4th"
"647","Wolves","h",324,2020-07-04,0,2,"A","M Oliver",10,8,1,5,6,11,3,5,2,4,0,0,2.25,3.4,3.25,0,2,"l",0,0.1,0.625,0,0,1,52,45,36,10,1,2,0,6,3,0.1,"Arsenal",8,"5th-8th"
"648","Arsenal","a",324,2020-07-04,0,2,"A","M Oliver",10,8,1,5,6,11,3,5,2,4,0,0,2.25,3.4,3.25,2,0,"w",3,0.1,0.625,1,0,0,49,49,41,8,5,4,0,11,5,0.625,"Wolves",7,"5th-8th"
"649","Chelsea","h",325,2020-07-04,3,0,"H","K Friend",21,7,9,3,9,12,5,3,0,2,0,0,1.4,4.75,8,3,0,"w",3,0.428571428571429,0.428571428571429,1,0,0,57,60,44,21,9,0,0,9,5,0.428571428571429,"Watford",18,"16th-20th"
"650","Watford","a",325,2020-07-04,3,0,"H","K Friend",21,7,9,3,9,12,5,3,0,2,0,0,1.4,4.75,8,0,3,"l",0,0.428571428571429,0.428571428571429,0,0,1,28,29,52,7,3,2,0,12,3,0.428571428571429,"Chelsea",4,"1st-4th"
"651","Burnley","h",326,2020-07-05,1,1,"D","P Bankes",9,10,4,3,8,14,3,9,0,0,0,0,2.9,3,2.7,1,1,"d",1,0.444444444444444,0.3,0,1,0,46,37,46,9,4,0,0,8,3,0.444444444444444,"Sheffield United",9,"8th-12th"
"652","Sheffield United","a",326,2020-07-05,1,1,"D","P Bankes",9,10,4,3,8,14,3,9,0,0,0,0,2.9,3,2.7,1,1,"d",1,0.444444444444444,0.3,0,1,0,48,34,33,10,3,0,0,14,9,0.3,"Burnley",10,"8th-12th"
"653","Newcastle","h",327,2020-07-05,2,2,"D","C Pawson",11,17,4,7,9,11,6,4,0,0,0,0,2.6,3.3,2.75,2,2,"d",1,0.363636363636364,0.411764705882353,0,1,0,43,35,45,11,4,0,0,9,6,0.363636363636364,"West Ham",16,"12th-16th"
"654","West Ham","a",327,2020-07-05,2,2,"D","C Pawson",11,17,4,7,9,11,6,4,0,0,0,0,2.6,3.3,2.75,2,2,"d",1,0.363636363636364,0.411764705882353,0,1,0,31,40,58,17,7,0,0,11,4,0.411764705882353,"Newcastle",13,"12th-16th"
"655","Liverpool","h",328,2020-07-05,2,0,"H","P Tierney",6,9,4,3,18,8,7,5,1,1,0,0,1.33,5.5,8.5,2,0,"w",3,0.666666666666667,0.333333333333333,1,0,0,89,72,25,6,4,1,0,18,7,0.666666666666667,"Aston Villa",17,"16th-20th"
"656","Aston Villa","a",328,2020-07-05,2,0,"H","P Tierney",6,9,4,3,18,8,7,5,1,1,0,0,1.33,5.5,8.5,0,2,"l",0,0.666666666666667,0.333333333333333,0,0,1,27,36,62,9,3,1,0,8,5,0.333333333333333,"Liverpool",1,"1st-4th"
"657","Southampton","h",329,2020-07-05,1,0,"H","A Marriner",8,26,4,6,6,7,2,13,1,2,0,0,8.5,6,1.3,1,0,"w",3,0.5,0.230769230769231,1,0,0,43,42,55,8,4,1,0,6,2,0.5,"Man City",2,"1st-4th"
"658","Man City","a",329,2020-07-05,1,0,"H","A Marriner",8,26,4,6,6,7,2,13,1,2,0,0,8.5,6,1.3,0,1,"l",0,0.5,0.230769230769231,0,0,1,66,81,34,26,6,2,0,7,13,0.230769230769231,"Southampton",11,"8th-12th"
"659","Tottenham","h",330,2020-07-06,1,0,"H","G Scott",12,11,2,3,14,18,5,6,3,2,0,0,2.1,3.5,3.4,1,0,"w",3,0.166666666666667,0.272727272727273,1,0,0,48,52,44,12,2,3,0,14,5,0.166666666666667,"Everton",12,"8th-12th"
"660","Everton","a",330,2020-07-06,1,0,"H","G Scott",12,11,2,3,14,18,5,6,3,2,0,0,2.1,3.5,3.4,0,1,"l",0,0.166666666666667,0.272727272727273,0,0,1,44,40,48,11,3,2,0,18,6,0.272727272727273,"Tottenham",6,"5th-8th"
"661","Crystal Palace","h",331,2020-07-07,2,3,"A","D Coote",13,14,4,6,11,10,7,9,1,0,0,0,8.5,4.5,1.4,2,3,"l",0,0.307692307692308,0.428571428571429,0,0,1,42,30,43,13,4,1,0,11,7,0.307692307692308,"Chelsea",4,"1st-4th"
"662","Chelsea","a",331,2020-07-07,2,3,"A","D Coote",13,14,4,6,11,10,7,9,1,0,0,0,8.5,4.5,1.4,3,2,"w",3,0.307692307692308,0.428571428571429,1,0,0,60,63,46,14,6,0,0,10,9,0.428571428571429,"Crystal Palace",14,"12th-16th"
